Order_ID,Customer_ID,Order_Date,Product_ID,Quantity,Unit_Price,Region,Payment_Method,Customer_Rating,Total_Price
e7856bce-0b53-4bfb-97ba-08b4f2658b6d,01772a72-27ab-450f-838d-d4e1fe0e89fb,2024-05-20,P6298,3,368.62,South,UPI,4,1105.86
6c21fa76-f231-4192-9edc-00fd65063cb6,017751e8-e593-4c27-86c9-c067b05fe82d,2023-12-04,P8108,2,890.33,Central,Cash,4,1780.66
36ec8364-a1cc-4172-9d53-5855fbe83f80,0179d614-64fb-4a74-9b18-2cbc714dc886,2024-12-21,P2294,8,268.88,Central,Net Banking,4,2151.04
99881b3e-53d4-40a2-8038-77db6f0b3720,017a3b58-172a-47f8-a5ec-00f15a07d469,2025-01-08,P3844,9,528.14,East,Credit Card,5,4753.26
0f430ff1-6074-4b5f-95c7-d6120fdc8279,017b0160-e8e2-442c-886f-c6f8b347fff9,2024-01-10,P6331,4,141.47,South,Debit Card,3,565.88
c1ce5200-104c-4088-b07c-3eeef02c882b,01839281-3ef5-45ab-97c3-6a96307c22c2,2024-06-01,P6020,8,635.24,West,Cash,4,5081.92
b842a2ec-7631-455d-bd45-43094fd3606e,018eb430-d1da-477c-aa4b-08f25a4b5f4a,2024-03-24,P5050,2,282.38,South,Cash,4,564.76
eea1ce0d-ee71-4488-834f-9d29f8270d2b,0190b719-3e32-412e-8d39-8f87952becc0,2023-09-23,P8317,8,891.6,West,Credit Card,3,7132.8
4f7d5a48-70b9-4027-aae8-c1ea3cf6bf3e,01929a7c-052e-429b-a6ff-f10cf121ac5f,2023-10-27,P5650,4,108.77,North,Debit Card,2,435.08
28ea5947-7ee8-427b-9f27-46cabc37a71c,019313c8-6d73-4da4-894e-8252c911a0bb,2024-08-23,P9656,9,44.02,South,Cash,3,396.18
50048710-be4a-4fea-af23-53cb2806e493,01a8d521-8154-4fc4-8106-20d174651f53,2024-02-05,P6016,8,475.51,Central,UPI,3,3804.08
eb8ad11c-f736-4411-ad26-8a7b134340b9,01b367cf-6e62-435f-9d28-81ecd6162326,2025-03-09,P8535,7,802.8,East,Debit Card,3,5619.6
f6c1104a-6d32-4367-b2fc-986321a26483,01b3eadd-8fc9-4ab1-8a63-549306c74c12,2025-01-19,P3815,3,974.1,Central,UPI,3,2922.3
ec87dc9a-dff8-4220-b686-5402de63a027,01b46c29-5c89-46eb-94dc-496e1ce13834,2024-09-03,P3412,2,821.72,North,Net Banking,5,1643.44
0dd1acf8-8d63-43ac-91c1-2e1f6096bc5b,01b4aa78-b23e-4926-9bab-375dcba01d56,2023-10-30,P3317,7,670.91,South,Debit Card,4,4696.37
0c105bce-3cc2-4dd7-badc-ae2822a2cc4b,01b601eb-68c7-4838-a468-c93b42a94c17,2025-05-05,P5954,1,805.92,South,Debit Card,2,805.92
1719cf0a-ca7e-4f7f-87c0-f4dcb3c90fc9,01b9f56a-b8f2-4366-9c79-cdcf37f158ed,2024-12-06,P7442,8,131.92,West,UPI,4,1055.36
affb07b9-bf52-41ca-9d2f-1de2be133652,01bdd582-ea1e-453b-88db-61e883ef79a6,2024-01-13,P5281,8,412.87,Central,Credit Card,1,3302.96
730774cf-decd-4c8d-b442-df526ea4218d,01c06d6a-d989-4b52-b46a-09033b78ed93,2024-03-09,P2827,4,328.67,South,Debit Card,3,1314.68
15d7074d-7ffb-48b9-8c82-431a4f3428e3,01c5d5f2-9a95-4aba-a07f-81613da0496a,2024-03-16,P9369,5,467.15,West,UPI,4,2335.75
2559f474-72d1-43ad-a46f-3264913f9ad6,01cf1ebc-0184-4390-a385-ce434d45be84,2023-11-04,P7467,7,373.44,West,Credit Card,3,2614.08
8424ff02-4a25-4af9-aa6d-38e9bf403e25,01cfda78-e79d-4795-97e1-a022d244b75a,2024-07-01,P6488,2,858.97,South,Net Banking,3,1717.94
a80068a8-d2ea-4923-9ad1-c7ede9309870,01d8f109-6df7-4cb3-9419-eb2eb66e7e03,2024-09-30,P3143,8,621.44,East,Cash,2,4971.52
369694a1-b7bb-480f-a1bb-31639dac1dd7,01f5d0a8-7378-42eb-9611-e236f65aa594,2023-08-01,P2342,6,395.09,West,Credit Card,2,2370.54
7169ea60-ad3e-443d-b8da-257f8596c529,01f5f670-38e8-4ca5-ba35-d7cc640cc1e5,2023-12-22,P5870,3,26.47,West,UPI,4,79.41
74669270-9c49-46d3-9a3c-982b49b37eb7,01f6dd9e-dd3d-402a-9b71-a7764a673642,2023-10-05,P9885,3,949.49,East,Credit Card,2,2848.47
7ec87ae2-7434-4773-88a5-dde5be0a26af,01fbcce8-0b60-438a-8c66-31efd3fcaf40,2024-09-13,P5833,2,59.09,Central,Net Banking,4,118.18
587d0e5d-a04c-425c-80c4-2259f0270dc4,0202fd45-a1a1-4ef9-b1b1-eab75294d062,2024-09-25,P1562,1,707.24,Central,Cash,4,707.24
70ed325f-b433-41f7-8e75-5e6e4412de30,0203123e-c871-43ff-a73d-c80cd55e8e3a,2024-10-24,P7116,1,424.19,West,Cash,4,424.19
972c422a-2bfd-4c9e-bb49-2d50302f6543,02053aa7-b67b-4256-80e4-f79e2454bf1e,2023-07-05,P9915,2,30.72,North,Debit Card,4,61.44
34ec9f1c-9f38-4ee4-a5d2-e74a0696d4c5,020a94ce-efb1-4ac9-89a6-6b31000e4822,2025-04-13,P9814,8,225.44,West,Cash,4,1803.52
2ff6bb85-d867-416a-aea2-bda4288b15aa,0211ca20-d7af-4b82-8877-ec19416e5b87,2025-01-29,P2326,2,711.31,East,Debit Card,4,1422.62
5c2e7964-eb93-46e8-b9e9-af9ba0d319ac,021d40d5-e955-43d6-b3dc-b496411f0f46,2024-12-30,P1118,5,310.7,East,Debit Card,5,1553.5
157966bb-75f2-4661-a072-886860a5fc7d,021dc51c-48fc-4f54-b55e-c9394186db29,2024-11-19,P2917,2,187.95,North,Cash,4,375.9
8e49e673-f064-493c-9927-75a7b0a69cbf,02234b1c-d0f0-4bdf-bb0e-bef7d0842d31,2023-09-24,P6634,2,765.13,East,Credit Card,3,1530.26
ae5205e0-5ce6-4d9f-a080-27ed671ba879,02249e37-701e-4ec2-a608-d8353d28de7b,2024-01-09,P3298,6,137.8,Central,Debit Card,3,826.8
475720ff-9e10-41ad-8027-6f33b1cb5225,02317f47-aecb-4060-a089-9c64c6ceceab,2024-06-19,P9063,3,494.81,West,Cash,5,1484.43
4a6c3fcf-282d-4e6c-80ac-bb0c3ae647c0,0231bc0e-9270-427f-a18a-cb23aec87d40,2023-07-26,P5490,1,511.53,East,UPI,3,511.53
6ee59d77-f4e5-4018-94bb-fd942404cf19,023cb653-aba2-4364-9437-c3cdff74be7b,2024-02-08,P8781,4,42.28,North,Cash,5,169.12
b0dfaa63-bdf4-472c-bf33-22df2cbb1aec,02434b55-460b-473a-b436-13906994772f,2024-11-27,P9875,8,275.2,North,Cash,2,2201.6
7e761366-8db9-47ee-8411-b3c9886c62d3,0247fc4f-8ea9-40f3-8326-1e123ba587bd,2023-07-31,P6606,9,397.85,Central,Cash,1,3580.65
a991b5d6-4210-4658-bd09-11ebf9e74fa0,0248ae46-c92d-4077-800b-d5da9694a8f5,2024-10-16,P9484,9,538.27,Central,Credit Card,5,4844.43
9f9c5857-ab7b-4d28-acd7-fa8434a8dbfb,024960b2-8287-4582-876a-1bd649b9f5f5,2025-01-09,P6740,2,607.31,North,Net Banking,2,1214.62
9ccc2328-8e7c-4e9c-a7ee-2d553ad854c5,02564418-a0df-4dcb-8ad2-1e79fc467e12,2024-06-08,P6240,7,408.41,Central,UPI,3,2858.87
9694a8ee-8168-438f-ada2-b2258562d96f,025d5a30-6d1d-4522-9b93-2f36b7242d0e,2024-03-24,P4276,7,646.84,North,Credit Card,3,4527.88
5be7f692-7999-46f2-930e-9502e5b84c07,026099a1-3e0e-4fbe-b142-5de69d541bad,2024-08-19,P8082,4,460.81,North,Cash,5,1843.24
48833f6b-2270-43f8-bd79-82dd5a9cd963,0261051f-6209-4a49-b72b-d7193bbe5865,2023-12-10,P6232,4,657.03,East,Net Banking,4,2628.12
4dd85235-cd7c-4e92-9c1d-98063c7d19d3,02613265-ed3f-4a02-acdc-280d60c43ebf,2023-09-25,P8179,3,501.14,Central,UPI,3,1503.42
80afa79a-774a-48da-aef3-6d728523aafb,02623a8b-ae30-458c-a392-4db4f336ec42,2024-01-06,P1071,4,563.8,North,Debit Card,3,2255.2
4a75b492-7b16-4fa4-b2ad-5bf1ae667439,0267d3f9-cbda-41df-938e-e9e3a0ce85f4,2023-10-03,P7773,4,659.01,South,Debit Card,4,2636.04
c4530da7-e57e-4213-9bd8-34183098602e,0269ca81-465a-4a72-a3b6-c0070e2f69e9,2024-10-14,P8515,4,737.65,East,Net Banking,4,2950.6
85da3e4f-e694-4f60-a323-6810ffbedcd3,02724aa2-0e76-43f3-987f-b27546ccae3f,2025-04-16,P1242,7,38.32,Central,Cash,4,268.24
fc6e14d9-b638-4a46-b6b1-6b719670c814,027494ea-8b22-435c-8f00-d13c0730b2c2,2024-02-16,P8602,2,591.48,North,Cash,4,1182.96
caeef04c-cfa6-4e98-94e8-df1ff2190e63,027506b4-c1f4-42fd-948c-6efd0f329bce,2024-03-20,P2682,4,266.96,West,Net Banking,,1067.84
3f3d0183-bc3d-489b-b49e-6024609c8603,02775740-3916-4e0f-b18d-598e70dcd115,2023-08-15,P4904,5,691.35,Central,Net Banking,1,3456.75
0362b762-1a80-43a7-901a-13ec380d5e85,027a8dc3-2ecd-4a3a-b7c9-fcafa49b769a,2023-12-13,P5422,3,680.33,North,Cash,4,2040.99
44868f00-77aa-4916-b877-3128360ada9e,02848750-2700-4f31-a885-d2498f55e321,2025-02-18,P9869,1,534.61,Central,UPI,,534.61
b1347895-4940-4373-a6e9-1e4f5c6b95bb,0285b8cd-c32c-4e4d-8a9c-f3cc1b7eeabf,2024-09-23,P9072,4,91.98,Central,Credit Card,1,367.92
1f43764b-f28b-4158-ae6a-84d6e1b17fd3,028a76f9-7fc5-443e-806d-d40715b15294,2024-07-12,P4500,1,354.12,Central,Cash,3,354.12
8c2da364-a711-49b5-a2a3-fd678e21ada2,0290ebaf-7f3f-4898-8efe-200a1b3ccb9d,2023-11-18,P5773,5,994.72,North,UPI,1,4973.6
342119dc-6b5f-4e06-85f2-162a5dcdeefa,0293beb3-98fd-4067-8d0f-76bd23e56343,2024-12-30,P6331,3,450.49,West,Credit Card,,1351.47
d94473f5-3616-40ce-9177-2324c50baae6,02963d07-2edd-4bfe-a23d-19fbf595beaf,2024-09-12,P9797,4,890.43,South,Net Banking,2,3561.72
d3e8e140-c399-4991-866f-a514fd7c3f95,0298f09d-7eea-4c29-ada2-4e5cdf64a72e,2023-05-31,P5155,3,252.39,East,Credit Card,,757.17
455e938d-36f9-4f47-9450-98d29f5b8eff,02adc77d-96ce-40e7-9f0b-f3b30bb1eafe,2023-10-05,P6173,9,79.46,West,Net Banking,2,715.14
d37a9fca-7c15-44e4-bf26-f7301f5cbc31,02b29cc5-f1dd-4ce6-8040-38b4312ad135,2024-08-19,P9757,3,467.63,West,UPI,5,1402.89
c13dcb08-43e5-45d1-9cfa-30f4be5cd834,02b48736-fea4-4277-b01a-ba6af4567a68,2025-04-16,P5743,3,803.93,North,Net Banking,5,2411.79
49af4f78-e9de-4ed9-a84a-a5d0c3a8dced,02c030ad-0ce8-41d5-9526-345be67aeb00,2024-04-06,P7934,7,130.25,Central,Credit Card,1,911.75
c5d525ae-cc78-43e2-bb45-3b1fc86f7b58,02c6cd52-dab3-4557-b168-c5dc4f14e360,2023-09-28,P1222,4,326.85,Central,Debit Card,2,1307.4
82c90963-6bc1-4607-8b72-091b67c8cfa7,02cbf94e-138a-482a-9edd-1bd351862efb,2024-06-23,P2868,5,630.23,North,Credit Card,3,3151.15
a3893626-a820-4c96-87ed-7bf90d5dcc3a,02cd3102-490b-4656-9035-be197bdbea3c,2024-09-02,P8129,4,306.98,West,Credit Card,3,1227.92
4a379ffe-1e31-42c7-8362-a3e4c5ee5fde,02e98c90-4d13-4ab5-bb1f-6f4139bb3933,2024-04-10,P6097,8,498.36,North,Cash,3,3986.88
64bb6f0f-9b46-459b-8aad-7b6778f9ae0b,02ebeb18-8b36-4a90-ac3f-3ee2e63bc3f9,2024-04-21,P5024,3,144.29,West,Net Banking,2,432.87
602c7e90-4e8d-4d90-8b92-349d0f203437,02f351bb-7284-4410-b785-5acf80a22003,2024-08-17,P2630,8,372.79,East,Net Banking,5,2982.32
f250e9dd-2d27-4cbe-add8-078ca6f18292,02f8cfdf-f35c-41d9-9627-a8eb2e4d2822,2024-01-18,P6508,1,143.31,South,Cash,2,143.31
a61bced0-fa82-4c0c-924f-bf1f05ebce90,02f9997f-41cf-47d3-b1f4-4edba9aad1b7,2025-04-25,P8916,4,873.69,Central,Net Banking,2,3494.76
e61f1aa5-63c2-4f05-8b6c-d2d56ba4fadf,02fb4389-431e-4875-adaa-3d5c3ebe51df,2024-07-26,P1698,3,361.76,North,Cash,4,1085.28
ab4bcaa8-28c5-4070-8ea0-7b511c688b21,02fe934b-2756-4753-9996-a600bf167250,2024-05-20,P4204,7,748.13,West,Credit Card,4,5236.91
6ec39631-27d9-4c35-a5b7-6c86528c9d58,03014ba5-7fd6-4cd3-9a1a-6c42f5cb3781,2023-09-13,P5545,5,812.36,South,Debit Card,5,4061.8
4582c2de-2d3b-4a04-aaca-5a7a0214f8f2,0306b8e6-5748-4992-a6a1-80924a5268d4,2023-05-15,P2642,3,842.09,East,Cash,2,2526.27
e6962a1d-f27c-4aa9-a002-72a406e6d16c,030aa8f6-56ab-47e1-aecd-bda00cae4ff7,2023-10-12,P6605,1,789.09,Central,Cash,5,789.09
509ad4bc-bc4d-4ee9-b185-05b2c0cc9106,030cb8d2-b4aa-4c34-a489-0d01774abbf5,2024-04-03,P3379,3,10.63,North,UPI,3,31.89
272dbe41-f566-4f54-a6de-56973f42d59f,03122e7d-f6b6-4778-814e-e6f8bd36f0ac,2025-01-26,P9089,1,71.24,East,Net Banking,4,71.24
740fbe28-9a22-4798-b324-33d2a5b03f27,0314ab06-98dd-4e58-a9cb-1438a34ea452,2024-07-10,P9715,5,90.68,West,Debit Card,3,453.4
ee95962e-7417-4131-af28-2dbd5e7aa8ad,03339c70-51fd-4a76-b47a-a18b1448a53b,2023-08-28,P9409,2,511.18,West,Cash,4,1022.36
6b10e073-e6e2-4a27-af4a-cc03d605fb1e,03385e19-d5e7-43d3-bd55-c48636f3b50c,2023-05-21,P3858,3,569.85,East,Net Banking,1,1709.55
575984cc-fbd1-4575-b308-74ebb8cd1ab3,033de083-a12c-4a45-ac54-c404933661b9,2024-11-14,P3927,5,143.37,Central,UPI,1,716.85
7daef4cf-4ee8-46be-97a9-9aaea6d3d7c3,0344258b-9adb-4419-b73c-b902394d2126,2024-03-26,P6832,9,799.11,West,Credit Card,5,7191.99
11ad61d8-c0c9-440e-aebe-5eaee3764f7a,034f8792-9a18-48ae-accd-b87f8f74c9d6,2024-06-21,P8064,1,992.33,East,Cash,4,992.33
3c4dc923-95e6-4bd9-ac64-8afa53d074e6,0357a681-7aee-49a1-a36c-60196486fb99,2023-09-12,P5543,5,94.67,North,Credit Card,2,473.35
e54a1f32-d0f4-4b00-9aee-bd933622212b,03675c26-6b50-4ba4-ab4e-6011d2b8e439,2024-02-24,P1508,2,836.51,Central,Credit Card,5,1673.02
d888ca3a-976b-4175-8178-ca25fd0219b7,036f67e3-fba8-4245-bf78-bd04f3c0b1e2,2025-05-10,P8506,8,286.06,North,Net Banking,4,2288.48
01a7186f-cafc-4736-9ef8-0c47af1be0df,0372d3ad-56da-4244-8441-661255bbddc3,2025-02-24,P2622,6,418.59,Central,Net Banking,4,2511.54
6d82998c-12bf-48d3-9f3a-5d5c1c1cc40f,0375a67d-c45b-42cb-953b-cb67fd539683,2023-12-27,P9222,7,311.03,Central,Credit Card,1,2177.21
95342d5a-1d29-4b91-8df7-96cb92616459,03779b70-3fe5-465a-b56b-2343f419b204,2024-12-21,P2321,7,905.93,South,Cash,5,6341.51
5a2184f0-2355-4eac-a56f-1a9b2d71da77,037e0a71-016f-4913-ba98-2b2a51f13b72,2023-05-18,P6814,3,115.59,Central,Credit Card,3,346.77
7d86aafa-59d5-436f-811c-391e1e793810,037f58ec-1cd2-454d-bbc8-3a1c275e4b25,2025-02-11,P9250,8,954.81,East,UPI,3,7638.48
9aa17ef6-5de9-43d3-b52a-f366693ca50f,0384230b-ec54-4be8-b8fe-7674701c7c08,2023-06-25,P1228,9,910.42,East,UPI,4,8193.78
